[*] Binary protection state of ushare

  
  	No RELRO       No Canary found   NX disabled  No PIE       No RPATH     No RUNPATH   No Symbols


[*] Function strcat tear down of ushare

    ; assembly                               | /* r2dec pseudo code output */
    0x004085f0 sw s4, 0x7fd8(sp)             |     *(var_7fd8h) = s4;
    0x004085f4 sw s3, 0x7fd4(sp)             |     *(var_7fd4h) = s3;
    0x004085f8 sw s2, 0x7fd0(sp)             |     *(var_7fd0h) = s2;
    0x004085fc sw s1, 0x7fcc(sp)             |     *(var_7fcch) = s1;
    0x00408600 sw s0, 0x7fc8(sp)             |     *(var_7fc8h) = s0;
    0x00408604 addiu sp, sp, -0x50           |     
    0x00408608 sw gp, 0x10(sp)               |     *((sp + 4)) = gp;
    0x0040860c ori v1, zero, 0x803c          |     v1 = 0x803c;
    0x00408610 move s1, a1                   |     s1 = a1;
    0x00408614 ori a1, zero, 0x8038          |     a1 = 0x8038;
    0x00408618 move s2, a0                   |     s2 = a0;
    0x0040861c addu v0, v1, sp               |     v0 = v1 + sp;
    0x00408620 addu a0, a1, sp               |     a0 = a1 + sp;
    0x00408624 sw a2, (a0)                   |     *(a0) = a2;
    0x00408628 sw a3, (v0)                   |     *(v0) = a3;
                                             |     if (s2 == 0) {
    0x0040862c beqz s2, 0x4086f8             |         goto label_1;
                                             |     }
    0x00408630 ori t0, zero, 0x8038          |     t0 = 0x8038;
                                             |     if (s1 == 0) {
    0x00408634 beqz s1, 0x4086f8             |         goto label_1;
                                             |     }
    0x00408638 move a2, s1                   |     a2 = s1;
    0x0040863c lw t9, -0x7d2c(gp)            |     t9 = sym.imp.vsnprintf;
    0x00408640 addu s4, sp, t0               |     s4 = sp + t0;
    0x00408644 move a3, s4                   |     a3 = s4;
    0x00408648 addiu a0, sp, 0x18            |     a0 = sp + 0x18;
    0x0040864c ori a1, zero, 0x8000          |     a1 = 0x8000;
    0x00408650 jalr t9                       |     t9 ();
    0x00408654 addiu a3, zero, 0x7fff        |     a3 = 0x7fff;
    0x00408658 slt a2, a3, v0                |     a2 = (a3 < v0) ? 1 : 0;
    0x0040865c lw gp, 0x10(sp)               |     gp = *(var_10h);
    0x00408660 addiu s0, v0, 1               |     s0 = v0 + 1;
                                             |     if (a2 != 0) {
    0x00408664 bnez a2, 0x40871c             |         goto label_2;
                                             |     }
    0x00408668 lw s0, (s2)                   |     s0 = *(s2);
    0x0040866c addiu s1, sp, 0x18            |     s1 = sp + 0x18;
    0x00408670 beqz s0, 0x408818             |     
                                             |     while (1) {
    0x00408674 lw t9, -0x7f70(gp)            |         t9 = sym.imp.strlen;
    0x00408678 move a0, s1                   |         a0 = s1;
    0x0040867c jalr t9                       |         t9 ();
    0x00408680 lw t8, 4(s2)                  |         t8 = *((s2 + 1));
    0x00408684 lw a0, 8(s2)                  |         a0 = *((s2 + 2));
    0x00408688 addu v1, t8, v0               |         v1 = t8 + v0;
    0x0040868c sltu s4, v1, a0               |         s4 = (v1 < a0) ? 1 : 0;
    0x00408690 lw gp, 0x10(sp)               |         gp = *(var_10h);
    0x00408694 sll ra, a0, 1                 |         ra = a0 << 1;
                                             |         if (s4 == 0) {
    0x00408698 bnez s4, 0x4086c8             |             
    0x0040869c addiu v0, v1, 1               |             v0 = v1 + 1;
    0x004086a0 sltu a1, ra, v0               |             a1 = (ra < v0) ? 1 : 0;
                                             |             if (a1 == 0) {
    0x004086a4 movn ra, v0, a1               |                 ra = v0;
                                             |             }
    0x004086a8 lw t9, -0x7e40(gp)            |             t9 = sym.imp.realloc;
    0x004086ac move a1, ra                   |             a1 = ra;
    0x004086b0 sw ra, 8(s2)                  |             *((s2 + 2)) = ra;
    0x004086b4 move a0, s0                   |             a0 = s0;
    0x004086b8 jalr t9                       |             t9 ();
    0x004086bc lw gp, 0x10(sp)               |             gp = *(var_10h);
    0x004086c0 move s0, v0                   |             s0 = v0;
    0x004086c4 sw v0, (s2)                   |             *(s2) = v0;
                                             |         }
[31m    0x004086c8 lw t9, -0x7dbc(gp)            |         t9 = sym.imp.strcat;[0m
    0x004086cc move a0, s0                   |         a0 = s0;
    0x004086d0 move a1, s1                   |         a1 = s1;
    0x004086d4 jalr t9                       |         t9 ();
    0x004086d8 lw gp, 0x10(sp)               |         gp = *(var_10h);
    0x004086dc lw t9, -0x7f70(gp)            |         t9 = sym.imp.strlen;
    0x004086e0 move a0, s1                   |         a0 = s1;
    0x004086e4 jalr t9                       |         t9 ();
    0x004086e8 lw a0, 4(s2)                  |         a0 = *((s2 + 1));
    0x004086ec lw gp, 0x10(sp)               |         gp = *(var_10h);
    0x004086f0 addu v1, a0, v0               |         v1 = a0 + v0;
    0x004086f4 sw v1, 4(s2)                  |         *((s2 + 1)) = v1;
                                             | label_1:
    0x004086f8 addiu sp, sp, 0x50            |         
    0x004086fc lw ra, 0x7fdc(sp)             |         ra = *(var_7fdch);
    0x00408700 lw s4, 0x7fd8(sp)             |         s4 = *(var_7fd8h);
    0x00408704 lw s3, 0x7fd4(sp)             |         s3 = *(var_7fd4h);
    0x00408708 lw s2, 0x7fd0(sp)             |         s2 = *(var_7fd0h);
    0x0040870c lw s1, 0x7fcc(sp)             |         s1 = *(var_7fcch);
    0x00408710 lw s0, 0x7fc8(sp)             |         s0 = *(var_7fc8h);
    0x00408714 addiu sp, sp, 0x7fe0          |         
    0x00408718 jr ra                         |         return v0;
                                             | label_2:
    0x0040871c lw t9, -0x7d20(gp)            |         t9 = sym.imp.malloc;
    0x00408720 move a0, s0                   |         a0 = s0;
    0x00408724 jalr t9                       |         t9 ();
    0x00408728 move a1, s0                   |         a1 = s0;
    0x0040872c lw gp, 0x10(sp)               |         gp = *(var_10h);
    0x00408730 move s3, v0                   |         s3 = v0;
    0x00408734 move a0, v0                   |         a0 = v0;
    0x00408738 move a2, s1                   |         a2 = s1;
    0x0040873c lw t9, -0x7d2c(gp)            |         t9 = sym.imp.vsnprintf;
    0x00408740 move a3, s4                   |         a3 = s4;
    0x00408744 jalr t9                       |         t9 ();
    0x00408748 lw gp, 0x10(sp)               |         gp = *(var_10h);
                                             |         if (s3 != 0) {
    0x0040874c beqz s3, 0x4087e4             |             
    0x00408750 nop                           |             
    0x00408754 lw s0, (s2)                   |             s0 = *(s2);
    0x00408758 ori t1, zero, 0x8000          |             t1 = 0x8000;
                                             |             if (s0 == 0) {
    0x0040875c beqz s0, 0x408858             |                 goto label_3;
                                             |             }
                                             | label_0:
    0x00408760 lw t9, -0x7f70(gp)            |             t9 = sym.imp.strlen;
    0x00408764 move a0, s3                   |             a0 = s3;
    0x00408768 jalr t9                       |             t9 ();
    0x0040876c lw t3, 4(s2)                  |             t3 = *((s2 + 1));
    0x00408770 lw a0, 8(s2)                  |             a0 = *((s2 + 2));
    0x00408774 addu v1, t3, v0               |             v1 = t3 + v0;
    0x00408778 sltu t2, v1, a0               |             t2 = (v1 < a0) ? 1 : 0;
    0x0040877c lw gp, 0x10(sp)               |             gp = *(var_10h);
    0x00408780 sll t4, a0, 1                 |             t4 = a0 << 1;
                                             |             if (t2 == 0) {
    0x00408784 bnez t2, 0x4087b4             |                 
    0x00408788 addiu t5, v1, 1               |                 t5 = v1 + 1;
    0x0040878c sltu t6, t4, t5               |                 t6 = (t4 < t5) ? 1 : 0;
    0x00408790 move a0, s0                   |                 a0 = s0;
                                             |                 if (t6 == 0) {
    0x00408794 movn t4, t5, t6               |                     t4 = t5;
                                             |                 }
    0x00408798 lw t9, -0x7e40(gp)            |                 t9 = sym.imp.realloc;
    0x0040879c move a1, t4                   |                 a1 = t4;
    0x004087a0 sw t4, 8(s2)                  |                 *((s2 + 2)) = t4;
    0x004087a4 jalr t9                       |                 t9 ();
    0x004087a8 lw gp, 0x10(sp)               |                 gp = *(var_10h);
    0x004087ac move s0, v0                   |                 s0 = v0;
    0x004087b0 sw v0, (s2)                   |                 *(s2) = v0;
                                             |             }
[31m    0x004087b4 lw t9, -0x7dbc(gp)            |             t9 = sym.imp.strcat;[0m
    0x004087b8 move a0, s0                   |             a0 = s0;
    0x004087bc move a1, s3                   |             a1 = s3;
    0x004087c0 jalr t9                       |             t9 ();
    0x004087c4 lw gp, 0x10(sp)               |             gp = *(var_10h);
    0x004087c8 lw t9, -0x7f70(gp)            |             t9 = sym.imp.strlen;
    0x004087cc move a0, s3                   |             a0 = s3;
    0x004087d0 jalr t9                       |             t9 ();
    0x004087d4 lw s1, 4(s2)                  |             s1 = *((s2 + 1));
    0x004087d8 lw gp, 0x10(sp)               |             gp = *(var_10h);
    0x004087dc addu t7, s1, v0               |             t7 = s1 + v0;
    0x004087e0 sw t7, 4(s2)                  |             *((s2 + 1)) = t7;
                                             |         }
    0x004087e4 lw t9, -0x7fc0(gp)            |         t9 = sym.imp.free;
    0x004087e8 move a0, s3                   |         a0 = s3;
    0x004087ec jalr t9                       |         t9 ();
    0x004087f0 lw gp, 0x10(sp)               |         gp = *(var_10h);
    0x004087f4 addiu sp, sp, 0x50            |         
    0x004087f8 lw ra, 0x7fdc(sp)             |         ra = *(var_7fdch);
    0x004087fc lw s4, 0x7fd8(sp)             |         s4 = *(var_7fd8h);
    0x00408800 lw s3, 0x7fd4(sp)             |         s3 = *(var_7fd4h);
    0x00408804 lw s2, 0x7fd0(sp)             |         s2 = *(var_7fd0h);
    0x00408808 lw s1, 0x7fcc(sp)             |         s1 = *(var_7fcch);
    0x0040880c lw s0, 0x7fc8(sp)             |         s0 = *(var_7fc8h);
    0x00408810 addiu sp, sp, 0x7fe0          |         
    0x00408814 jr ra                         |         return v0;
    0x00408818 lw t9, -0x7d20(gp)            |         t9 = sym.imp.malloc;
    0x0040881c ori s3, zero, 0x8000          |         s3 = 0x8000;
    0x00408820 ori a0, zero, 0x8000          |         a0 = 0x8000;
    0x00408824 sw s3, 8(s2)                  |         *((s2 + 2)) = s3;
    0x00408828 jalr t9                       |         t9 ();
    0x0040882c move a1, zero                 |         a1 = 0;
    0x00408830 lw gp, 0x10(sp)               |         gp = *(var_10h);
    0x00408834 move a0, v0                   |         a0 = v0;
    0x00408838 lw a2, 8(s2)                  |         a2 = *((s2 + 2));
    0x0040883c lw t9, -0x7e80(gp)            |         t9 = sym.imp.memset;
    0x00408840 sw v0, (s2)                   |         *(s2) = v0;
    0x00408844 jalr t9                       |         t9 ();
    0x00408848 lw gp, 0x10(sp)               |         gp = *(var_10h);
    0x0040884c lw s0, (s2)                   |         s0 = *(s2);
    0x00408850 b 0x408674                    |         
                                             |     }
    0x00408854 nop                           |     
                                             | label_3:
    0x00408858 lw t9, -0x7d20(gp)            |     t9 = sym.imp.malloc;
    0x0040885c sw t1, 8(s2)                  |     *((s2 + 2)) = t1;
    0x00408860 ori a0, zero, 0x8000          |     a0 = 0x8000;
    0x00408864 jalr t9                       |     t9 ();
    0x00408868 move a1, zero                 |     a1 = 0;
    0x0040886c lw gp, 0x10(sp)               |     gp = *(var_10h);
    0x00408870 move a0, v0                   |     a0 = v0;
    0x00408874 lw a2, 8(s2)                  |     a2 = *((s2 + 2));
    0x00408878 lw t9, -0x7e80(gp)            |     t9 = sym.imp.memset;
    0x0040887c sw v0, (s2)                   |     *(s2) = v0;
    0x00408880 jalr t9                       |     t9 ();
    0x00408884 lw gp, 0x10(sp)               |     gp = *(var_10h);
    0x00408888 lw s0, (s2)                   |     s0 = *(s2);
    0x0040888c b 0x408760                    |     goto label_0;
    0x00408890 nop                           |     
                                             | }
    ; assembly                               | /* r2dec pseudo code output */
                                             | /* /logs/firmware/unblob_extracted/firmware_extract/1180160-3904000.squashfs_v4_le_extract/usr/bin/ushare @ 0x4085dc */
                                             | #include <stdint.h>
                                             |  
    ; (fcn) sym.buffer_appendf ()            | void buffer_appendf () {
    0x004085dc lui gp, 6                     |     
    0x004085e0 addiu gp, gp, -0x5a1c         |     
    0x004085e4 addu gp, gp, t9               |     gp += t9;
    0x004085e8 addiu sp, sp, -0x7fe0         |     
    0x004085ec sw ra, 0x7fdc(sp)             |     *(var_7fdch) = ra;
    0x004085f0 sw s4, 0x7fd8(sp)             |     *(var_7fd8h) = s4;
    0x004085f4 sw s3, 0x7fd4(sp)             |     *(var_7fd4h) = s3;
    0x004085f8 sw s2, 0x7fd0(sp)             |     *(var_7fd0h) = s2;
    0x004085fc sw s1, 0x7fcc(sp)             |     *(var_7fcch) = s1;
    0x00408600 sw s0, 0x7fc8(sp)             |     *(var_7fc8h) = s0;
    0x00408604 addiu sp, sp, -0x50           |     
    0x00408608 sw gp, 0x10(sp)               |     *((sp + 4)) = gp;
    0x0040860c ori v1, zero, 0x803c          |     v1 = 0x803c;
    0x00408610 move s1, a1                   |     s1 = a1;
    0x00408614 ori a1, zero, 0x8038          |     a1 = 0x8038;
    0x00408618 move s2, a0                   |     s2 = a0;
    0x0040861c addu v0, v1, sp               |     v0 = v1 + sp;
    0x00408620 addu a0, a1, sp               |     a0 = a1 + sp;
    0x00408624 sw a2, (a0)                   |     *(a0) = a2;
    0x00408628 sw a3, (v0)                   |     *(v0) = a3;
                                             |     if (s2 == 0) {
    0x0040862c beqz s2, 0x4086f8             |         goto label_1;
                                             |     }
    0x00408630 ori t0, zero, 0x8038          |     t0 = 0x8038;
                                             |     if (s1 == 0) {
    0x00408634 beqz s1, 0x4086f8             |         goto label_1;
                                             |     }
    0x00408638 move a2, s1                   |     a2 = s1;
    0x0040863c lw t9, -0x7d2c(gp)            |     t9 = sym.imp.vsnprintf;
    0x00408640 addu s4, sp, t0               |     s4 = sp + t0;
    0x00408644 move a3, s4                   |     a3 = s4;
    0x00408648 addiu a0, sp, 0x18            |     a0 = sp + 0x18;
    0x0040864c ori a1, zero, 0x8000          |     a1 = 0x8000;
    0x00408650 jalr t9                       |     t9 ();
    0x00408654 addiu a3, zero, 0x7fff        |     a3 = 0x7fff;
    0x00408658 slt a2, a3, v0                |     a2 = (a3 < v0) ? 1 : 0;
    0x0040865c lw gp, 0x10(sp)               |     gp = *(var_10h);
    0x00408660 addiu s0, v0, 1               |     s0 = v0 + 1;
                                             |     if (a2 != 0) {
    0x00408664 bnez a2, 0x40871c             |         goto label_2;
                                             |     }
    0x00408668 lw s0, (s2)                   |     s0 = *(s2);
    0x0040866c addiu s1, sp, 0x18            |     s1 = sp + 0x18;
    0x00408670 beqz s0, 0x408818             |     
                                             |     while (1) {
    0x00408674 lw t9, -0x7f70(gp)            |         t9 = sym.imp.strlen;
    0x00408678 move a0, s1                   |         a0 = s1;
    0x0040867c jalr t9                       |         t9 ();
    0x00408680 lw t8, 4(s2)                  |         t8 = *((s2 + 1));
    0x00408684 lw a0, 8(s2)                  |         a0 = *((s2 + 2));
    0x00408688 addu v1, t8, v0               |         v1 = t8 + v0;
    0x0040868c sltu s4, v1, a0               |         s4 = (v1 < a0) ? 1 : 0;
    0x00408690 lw gp, 0x10(sp)               |         gp = *(var_10h);
    0x00408694 sll ra, a0, 1                 |         ra = a0 << 1;
                                             |         if (s4 == 0) {
    0x00408698 bnez s4, 0x4086c8             |             
    0x0040869c addiu v0, v1, 1               |             v0 = v1 + 1;
    0x004086a0 sltu a1, ra, v0               |             a1 = (ra < v0) ? 1 : 0;
                                             |             if (a1 == 0) {
    0x004086a4 movn ra, v0, a1               |                 ra = v0;
                                             |             }
    0x004086a8 lw t9, -0x7e40(gp)            |             t9 = sym.imp.realloc;
    0x004086ac move a1, ra                   |             a1 = ra;
    0x004086b0 sw ra, 8(s2)                  |             *((s2 + 2)) = ra;
    0x004086b4 move a0, s0                   |             a0 = s0;
    0x004086b8 jalr t9                       |             t9 ();
    0x004086bc lw gp, 0x10(sp)               |             gp = *(var_10h);
    0x004086c0 move s0, v0                   |             s0 = v0;
    0x004086c4 sw v0, (s2)                   |             *(s2) = v0;
                                             |         }
[31m    0x004086c8 lw t9, -0x7dbc(gp)            |         t9 = sym.imp.strcat;[0m
    0x004086cc move a0, s0                   |         a0 = s0;
    0x004086d0 move a1, s1                   |         a1 = s1;
    0x004086d4 jalr t9                       |         t9 ();
    0x004086d8 lw gp, 0x10(sp)               |         gp = *(var_10h);
    0x004086dc lw t9, -0x7f70(gp)            |         t9 = sym.imp.strlen;
    0x004086e0 move a0, s1                   |         a0 = s1;
    0x004086e4 jalr t9                       |         t9 ();
    0x004086e8 lw a0, 4(s2)                  |         a0 = *((s2 + 1));
    0x004086ec lw gp, 0x10(sp)               |         gp = *(var_10h);
    0x004086f0 addu v1, a0, v0               |         v1 = a0 + v0;
    0x004086f4 sw v1, 4(s2)                  |         *((s2 + 1)) = v1;
                                             | label_1:
    0x004086f8 addiu sp, sp, 0x50            |         
    0x004086fc lw ra, 0x7fdc(sp)             |         ra = *(var_7fdch);
    0x00408700 lw s4, 0x7fd8(sp)             |         s4 = *(var_7fd8h);
    0x00408704 lw s3, 0x7fd4(sp)             |         s3 = *(var_7fd4h);
    0x00408708 lw s2, 0x7fd0(sp)             |         s2 = *(var_7fd0h);
    0x0040870c lw s1, 0x7fcc(sp)             |         s1 = *(var_7fcch);
    0x00408710 lw s0, 0x7fc8(sp)             |         s0 = *(var_7fc8h);
    0x00408714 addiu sp, sp, 0x7fe0          |         
    0x00408718 jr ra                         |         return v0;
                                             | label_2:
    0x0040871c lw t9, -0x7d20(gp)            |         t9 = sym.imp.malloc;
    0x00408720 move a0, s0                   |         a0 = s0;
    0x00408724 jalr t9                       |         t9 ();
    0x00408728 move a1, s0                   |         a1 = s0;
    0x0040872c lw gp, 0x10(sp)               |         gp = *(var_10h);
    0x00408730 move s3, v0                   |         s3 = v0;
    0x00408734 move a0, v0                   |         a0 = v0;
    0x00408738 move a2, s1                   |         a2 = s1;
    0x0040873c lw t9, -0x7d2c(gp)            |         t9 = sym.imp.vsnprintf;
    0x00408740 move a3, s4                   |         a3 = s4;
    0x00408744 jalr t9                       |         t9 ();
    0x00408748 lw gp, 0x10(sp)               |         gp = *(var_10h);
                                             |         if (s3 != 0) {
    0x0040874c beqz s3, 0x4087e4             |             
    0x00408750 nop                           |             
    0x00408754 lw s0, (s2)                   |             s0 = *(s2);
    0x00408758 ori t1, zero, 0x8000          |             t1 = 0x8000;
                                             |             if (s0 == 0) {
    0x0040875c beqz s0, 0x408858             |                 goto label_3;
                                             |             }
                                             | label_0:
    0x00408760 lw t9, -0x7f70(gp)            |             t9 = sym.imp.strlen;
    0x00408764 move a0, s3                   |             a0 = s3;
    0x00408768 jalr t9                       |             t9 ();
    0x0040876c lw t3, 4(s2)                  |             t3 = *((s2 + 1));
    0x00408770 lw a0, 8(s2)                  |             a0 = *((s2 + 2));
    0x00408774 addu v1, t3, v0               |             v1 = t3 + v0;
    0x00408778 sltu t2, v1, a0               |             t2 = (v1 < a0) ? 1 : 0;
    0x0040877c lw gp, 0x10(sp)               |             gp = *(var_10h);
    0x00408780 sll t4, a0, 1                 |             t4 = a0 << 1;
                                             |             if (t2 == 0) {
    0x00408784 bnez t2, 0x4087b4             |                 
    0x00408788 addiu t5, v1, 1               |                 t5 = v1 + 1;
    0x0040878c sltu t6, t4, t5               |                 t6 = (t4 < t5) ? 1 : 0;
    0x00408790 move a0, s0                   |                 a0 = s0;
                                             |                 if (t6 == 0) {
    0x00408794 movn t4, t5, t6               |                     t4 = t5;
                                             |                 }
    0x00408798 lw t9, -0x7e40(gp)            |                 t9 = sym.imp.realloc;
    0x0040879c move a1, t4                   |                 a1 = t4;
    0x004087a0 sw t4, 8(s2)                  |                 *((s2 + 2)) = t4;
    0x004087a4 jalr t9                       |                 t9 ();
    0x004087a8 lw gp, 0x10(sp)               |                 gp = *(var_10h);
    0x004087ac move s0, v0                   |                 s0 = v0;
    0x004087b0 sw v0, (s2)                   |                 *(s2) = v0;
                                             |             }
[31m    0x004087b4 lw t9, -0x7dbc(gp)            |             t9 = sym.imp.strcat;[0m
    0x004087b8 move a0, s0                   |             a0 = s0;
    0x004087bc move a1, s3                   |             a1 = s3;
    0x004087c0 jalr t9                       |             t9 ();
    0x004087c4 lw gp, 0x10(sp)               |             gp = *(var_10h);
    0x004087c8 lw t9, -0x7f70(gp)            |             t9 = sym.imp.strlen;
    0x004087cc move a0, s3                   |             a0 = s3;
    0x004087d0 jalr t9                       |             t9 ();
    0x004087d4 lw s1, 4(s2)                  |             s1 = *((s2 + 1));
    0x004087d8 lw gp, 0x10(sp)               |             gp = *(var_10h);
    0x004087dc addu t7, s1, v0               |             t7 = s1 + v0;
    0x004087e0 sw t7, 4(s2)                  |             *((s2 + 1)) = t7;
                                             |         }
    0x004087e4 lw t9, -0x7fc0(gp)            |         t9 = sym.imp.free;
    0x004087e8 move a0, s3                   |         a0 = s3;
    0x004087ec jalr t9                       |         t9 ();
    0x004087f0 lw gp, 0x10(sp)               |         gp = *(var_10h);
    0x004087f4 addiu sp, sp, 0x50            |         
    0x004087f8 lw ra, 0x7fdc(sp)             |         ra = *(var_7fdch);
    0x004087fc lw s4, 0x7fd8(sp)             |         s4 = *(var_7fd8h);
    0x00408800 lw s3, 0x7fd4(sp)             |         s3 = *(var_7fd4h);
    0x00408804 lw s2, 0x7fd0(sp)             |         s2 = *(var_7fd0h);
    0x00408808 lw s1, 0x7fcc(sp)             |         s1 = *(var_7fcch);
    0x0040880c lw s0, 0x7fc8(sp)             |         s0 = *(var_7fc8h);
    0x00408810 addiu sp, sp, 0x7fe0          |         
    0x00408814 jr ra                         |         return v0;
    0x00408818 lw t9, -0x7d20(gp)            |         t9 = sym.imp.malloc;
    0x0040881c ori s3, zero, 0x8000          |         s3 = 0x8000;
    0x00408820 ori a0, zero, 0x8000          |         a0 = 0x8000;
    0x00408824 sw s3, 8(s2)                  |         *((s2 + 2)) = s3;
    0x00408828 jalr t9                       |         t9 ();
    0x0040882c move a1, zero                 |         a1 = 0;
    0x00408830 lw gp, 0x10(sp)               |         gp = *(var_10h);
    0x00408834 move a0, v0                   |         a0 = v0;
    0x00408838 lw a2, 8(s2)                  |         a2 = *((s2 + 2));
    0x0040883c lw t9, -0x7e80(gp)            |         t9 = sym.imp.memset;
    0x00408840 sw v0, (s2)                   |         *(s2) = v0;
    0x00408844 jalr t9                       |         t9 ();
    0x00408848 lw gp, 0x10(sp)               |         gp = *(var_10h);
    0x0040884c lw s0, (s2)                   |         s0 = *(s2);
    0x00408850 b 0x408674                    |         
                                             |     }
